sku,parentSku,status,sourceUrl,mismatchFields,modelLocal,modelMb01,priceLocal,priceMb01,parametersResult,descriptionResult,primaryImageResult,galleryImagesResult,galleryOrderResult
"023021411","023021411","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdr-414","[""galleryImages"",""galleryOrder""]","V3021TDR-PWMS-WH-TOP","V3021TDR-PWMS-WH-TOP","{""amount"":554,""currency"":""CAD""}","{""amount"":554,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"023021412","023021411","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdr-414","[]","null","null","null","null","null","null","null","null","null"
"023021413","023021411","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdr-414","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","V3021TDR-PWMS-LG-TOP","V3021TDR-PWMS-LG-TOP","{""amount"":554,""currency"":""CAD""}","{""amount"":554,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"023021414","023021411","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdr-414","[]","null","null","null","null","null","null","null","null","null"
"023021511","023021511","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdl-415","[""galleryImages"",""galleryOrder""]","V3021TDL-PWMS-WH-TOP","V3021TDL-PWMS-WH-TOP","{""amount"":554,""currency"":""CAD""}","{""amount"":554,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"023021512","023021511","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdl-415","[]","null","null","null","null","null","null","null","null","null"
"023021513","023021511","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdl-415","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","V3021TDL-PWMS-LG-TOP","V3021TDL-PWMS-LG-TOP","{""amount"":554,""currency"":""CAD""}","{""amount"":554,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"023021514","023021511","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3021-doors-tdl-415","[]","null","null","null","null","null","null","null","null","null"
"023621011","023621011","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-vs36-406","[""galleryImages"",""galleryOrder""]","VS36-PWMS-WH-TOP","VS36-PWMS-WH-TOP","{""amount"":437,""currency"":""CAD""}","{""amount"":437,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"023621012","023621011","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-vs36-406","[]","null","null","null","null","null","null","null","null","null"
"023621013","023621011","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-vs36-406","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","VS36-PWMS-LG-TOP","VS36-PWMS-LG-TOP","{""amount"":437,""currency"":""CAD""}","{""amount"":437,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"023621014","023621011","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-vs36-406","[]","null","null","null","null","null","null","null","null","null"
"023621411","023621411","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdr-413","[""galleryImages"",""galleryOrder""]","V3621TDR-PWMS-WH-TOP","V3621TDR-PWMS-WH-TOP","{""amount"":589,""currency"":""CAD""}","{""amount"":589,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"023621412","023621411","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdr-413","[]","null","null","null","null","null","null","null","null","null"
"023621413","023621411","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdr-413","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","V3621TDR-PWMS-LG-TOP","V3621TDR-PWMS-LG-TOP","{""amount"":589,""currency"":""CAD""}","{""amount"":589,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"023621414","023621411","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdr-413","[]","null","null","null","null","null","null","null","null","null"
"023621511","023621511","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdl-412","[""galleryImages"",""galleryOrder""]","V3621TDL-PWMS-WH-TOP","V3621TDL-PWMS-WH-TOP","{""amount"":589,""currency"":""CAD""}","{""amount"":589,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"023621512","023621511","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdl-412","[]","null","null","null","null","null","null","null","null","null"
"023621513","023621511","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdl-412","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","V3621TDL-PWMS-LG-TOP","V3621TDL-PWMS-LG-TOP","{""amount"":589,""currency"":""CAD""}","{""amount"":589,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"023621514","023621511","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v3621tdl-412","[]","null","null","null","null","null","null","null","null","null"
"024221611","024221611","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v4221-401","[""galleryImages"",""galleryOrder""]","V4221-PWMS-WH-TOP","V4221-PWMS-WH-TOP","{""amount"":804,""currency"":""CAD""}","{""amount"":804,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"024221612","024221611","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v4221-401","[]","null","null","null","null","null","null","null","null","null"
"024221613","024221611","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v4221-401","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","V4221-PWMS-LG-TOP","V4221-PWMS-LG-TOP","{""amount"":804,""currency"":""CAD""}","{""amount"":804,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"024221614","024221611","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v4221-401","[]","null","null","null","null","null","null","null","null","null"
"024821611","024821611","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v4821-402","[""galleryImages"",""galleryOrder""]","V4821-PWMS-WH-TOP","V4821-PWMS-WH-TOP","{""amount"":845,""currency"":""CAD""}","{""amount"":845,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"024821612","024821611","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v4821-402","[]","null","null","null","null","null","null","null","null","null"
"024821613","024821611","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v4821-402","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","V4821-PWMS-LG-TOP","V4821-PWMS-LG-TOP","{""amount"":845,""currency"":""CAD""}","{""amount"":845,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"024821614","024821611","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v4821-402","[]","null","null","null","null","null","null","null","null","null"
"026621711","026621711","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v663522-403","[""galleryImages"",""galleryOrder""]","V663522-PWMS-WH-TOP","V663522-PWMS-WH-TOP","{""amount"":1214,""currency"":""CAD""}","{""amount"":1214,""currency"":""CAD""}","Matched","Matched","Matched","Mismatch","Mismatch"
"026621712","026621711","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v663522-403","[]","null","null","null","null","null","null","null","null","null"
"026621713","026621711","Mismatch","https://mb01.vanstro.ca/product/vanity-cabinet-v663522-403","[""galleryImages"",""galleryOrder"",""parametersSpecifications""]","V663522-PWMS-LG-TOP","V663522-PWMS-LG-TOP","{""amount"":1214,""currency"":""CAD""}","{""amount"":1214,""currency"":""CAD""}","Mismatch","Matched","Matched","Mismatch","Mismatch"
"026621714","026621711","Missing Locally","https://mb01.vanstro.ca/product/vanity-cabinet-v663522-403","[]","null","null","null","null","null","null","null","null","null"
"033516222","033516222","Matched","https://mb01.vanstro.ca/product/baseboard-035-410","[]","VS35-10FT /ea","VS35-10FT /ea","{""amount"":18.5,""currency"":""CAD""}","{""amount"":18.5,""currency"":""CAD""}","Matched","Matched","Matched","Matched","Matched"
"033918222","033918222","Matched","https://mb01.vanstro.ca/product/baseboard-039-409","[]","VS39-10FT /ea","VS39-10FT /ea","{""amount"":22.9,""currency"":""CAD""}","{""amount"":22.9,""currency"":""CAD""}","Matched","Matched","Matched","Matched","Matched"
"034114222","034114222","Matched","https://mb01.vanstro.ca/product/baseboard-041-407","[]","VS41-10FT /ea","VS41-10FT /ea","{""amount"":14.7,""currency"":""CAD""}","{""amount"":14.7,""currency"":""CAD""}","Matched","Matched","Matched","Matched","Matched"
"034910320","034910320","Matched","https://mb01.vanstro.ca/product/casing-049-411","[]","VS49-7FT /ea","VS49-7FT /ea","{""amount"":23.6,""currency"":""CAD""}","{""amount"":23.6,""currency"":""CAD""}","Matched","Matched","Matched","Matched","Matched"
"060101111","060101111","Mismatch","https://mb01.vanstro.ca/product/CTC-96mm","[""name"",""subCategory"",""primaryImage"",""galleryImages"",""galleryOrder"",""parametersSpecifications"",""description"",""highlights""]","CTC[96mm]","CTC[96mm]","{""amount"":5.99,""currency"":""CAD""}","{""amount"":5.99,""currency"":""CAD""}","Mismatch","Mismatch","Mismatch","Mismatch","Mismatch"
"060102411","060102411","Missing Locally","https://mb01.vanstro.ca/product/CTC-192mm","[]","null","null","null","null","null","null","null","null","null"
